X,Y
15.724,-0.8858947524828839
15.724,-0.8164461303177795
15.724,-0.8164447685177795
15.724,-0.7221892740985834
15.963,-0.50676
15.963,-0.4990612082443343
15.963,-0.4990611455885988
15.963,-0.476198694213321
15.963,-0.4761985708056128
15.963,-0.43886712382680215
15.998,-0.3223
15.998,-0.3174036816249337
15.998,-0.3174033959667355
15.998,-0.3028632129977065
15.998,-0.30286265036089005
15.998,-0.27912039889972456
15.998,-0.27911957637972457
15.998,-0.2468966527229113
15.998,-0.2468955953115819
15.998,-0.20717107668884696
15.998,-0.2071698165150963
15.998,-0.16115071232321498
15.998,-0.16114928767678502
15.998,-0.11023386510983746
15.998,-0.11023231927788853
15.998,-0.05596761768612464
15.998,-0.05596599763797864
15.998,-8.225199999802649e-07
15.998,8.225199999407946e-07
15.998,0.05596599763797866
15.998,0.05596761768612453
15.998,0.1102323192778886
15.998,0.11023386510983756
15.998,0.1611492876767849
15.998,0.16115071232321512
15.998,0.20716981651509628
15.998,0.20717107668884693
15.998,0.2468955953115819
15.998,0.24689665272291125
15.998,0.27911957637972457
15.998,0.27912039889972445
15.998,0.30286265036089005
15.998,0.3028632129977066
15.998,0.3174033959667355
15.998,0.3174036816249337
15.998,0.3223
15.963,0.438867123826802
15.963,0.4761985708056128
15.963,0.47619869421332106
15.963,0.4990611455885988
15.963,0.4990612082443343
15.963,0.50676
15.724,0.7221892740985834
15.724,0.8164447685177793
15.724,0.8164461303177796
15.724,0.8858947524828841
15.724,0.8858956840089462
15.724,0.9284272726781708
15.724,0.9284277456263474
15.724,0.94275
15.627,0.8896799999999999
15.195,0.94601
15.195,0.9316381793614772
15.195,0.9316377854926806
14.822,0.70444
14.663,0.67442
14.412,0.9580835851667242
14.412,0.9580842232467246
14.159,0.74575
13.666,0.79897
13.527,0.57952
13.126,0.6612
13.08,0.5927100000000001
12.629,0.607
12.289,0.65471
12.158,0.45352
11.912,0.33411
11.654000000000002,0.42088
11.512,0.38801
11.300999999999998,0.46566
11.162,0.51644
10.996,0.64572
10.996,0.6359101569723401
10.844,0.40889
10.748,0.32967
10.372,0.32774000000000003
10.324000000000002,0.32829
10.244000000000002,0.26317
10.131,0.2333
9.819,0.46406
9.7862,0.44154
9.4985,0.4325100000000001
9.1755,0.38039
8.838,0.31845
8.8235,0.31757
8.6579,0.21193
8.4991,0.2177
8.3555,0.18562
8.1925,0.17353
8.062000000000001,0.20205
7.9127,0.28108
7.7797,0.21747
7.7015,0.21823
7.5403,0.17619
7.3371,0.2384
7.3095,0.22158000000000005
7.1343,0.19727
6.8676,0.29195
6.7816,0.23202
6.4967,0.13915999999999998
6.4057,0.17046
6.3055,0.20943
6.0275,0.228
5.8789,0.15402000000000002
5.766,0.11262
5.657,0.10606
5.5268,0.14021
5.3227,0.11558
5.1574,0.16094
5.0202,0.14822000000000002
5.0152,0.14736
4.9238,0.12008
4.8302,0.096471
4.7427,0.093059
4.6422,0.084536
4.5073,0.098496
4.4201,0.11275
4.3221,0.11187
4.2629,0.090752
4.1395,0.075056
4.0794,0.069975
4.0198,0.06970900000000001
4.0198,0.0686501525665805
4.0198,0.06864977474287554
4.0198,0.06550540498607882
4.0198,0.06550466081865097
4.0198,0.06037030882240944
4.0198,0.06036922092240943
4.0198,0.05340089137402142
4.0198,0.05339949279674025
4.0198,0.04480891486338864
4.0198,0.0448072481038893
4.0198,0.03485544214903679
4.0198,0.03485355785096323
4.0198,0.023842904462691203
4.0198,0.02384085987948691
