X,Y
6.2455,-0.17307999999999998
6.4056,-0.12444
6.6214,-0.21131
6.6778,-0.18281
6.9406,-0.1927
7.0895,-0.17067000000000002
7.223,-0.22806
7.4162,-0.2954
7.5106,-0.2209
7.5541,-0.20353
7.6629,-0.1892
7.8298,-0.22471
7.875,-0.21312
7.9641,-0.21461
8.2478,-0.22426
8.5116,-0.43685
8.8738,-0.33977
8.9858,-0.28572
9.0318,-0.27801
9.3732,-0.22847
9.4923,-0.26155
9.8546,-0.37008
9.8826,-0.43214
9.9272,-0.37085
10.358,-0.47038
10.76,-0.47983
11.067,-0.57189
11.312,-0.53915
11.466,-0.48903
11.592,-0.4509
11.683,-0.43386
12.053,-0.6496903669366788
12.053,-0.7344844829486203
12.053,-0.7344851274586203
12.293,-0.51408
12.630999999999998,-0.41342
12.800999999999998,-0.6652628265791299
12.800999999999998,-0.6652639627791301
12.800999999999998,-0.7218526888320322
12.800999999999998,-0.7218534660386059
12.800999999999998,-0.7565094224098585
12.800999999999998,-0.7565098170079774
12.800999999999998,-0.76818
12.972,-0.6925899999999999
13.467,-0.68185
13.591,-0.5743699999999999
13.802,-0.49338
14.124,-0.59631
14.215,-0.73235
14.622,-0.64039
14.958,-0.70344
15.144,-0.8410299999999999
15.409,-0.79895
15.615,-0.89736
15.714,-0.90407
15.714,-0.8903351572907097
15.714,-0.8903351332407843
15.714,-0.8495479313584692
15.714,-0.8495478839893633
15.999,-0.5793699999999999
15.999,-0.5705682661168073
15.999,-0.5705678696085584
15.999,-0.5444301041891293
15.999,-0.5444293232203341
15.999,-0.5017497090405902
15.999,-0.5017485673405901
15.999,-0.44382390288045626
15.999,-0.4438224351392282
15.999,-0.3724127320170311
15.999,-0.3724109828311496
15.999,-0.28968598874120377
15.999,-0.28968401125879634
15.999,-0.19815728328565774
15.999,-0.1981551375915275
15.998,-0.11515999999999996
15.999,-0.10060766904990102
15.999,-0.1006054203398778
15.998,-0.07402342544371923
15.998,-0.0740234168192845
15.998,-0.05758000487503018
15.998,-0.057579995124969835
15.998,-0.039387044995101705
15.998,-0.03938703441566629
15.998,-0.01999732968380349
15.999,-1.1417000001064284e-06
15.999,1.1417000000354765e-06
15.998,0.019997329683803456
15.998,0.03938703441566632
15.998,0.03938704499510173
15.998,0.0575799951249698
15.998,0.05758000487503021
15.998,0.07402341681928447
15.998,0.07402342544371923
15.999,0.1006054203398776
15.999,0.10060766904990108
15.998,0.11515999999999996
15.999,0.19815513759152767
15.999,0.19815728328565788
15.999,0.2896840112587965
15.999,0.28968598874120355
15.999,0.3724109828311495
15.999,0.372412732017031
15.999,0.44382243513922814
15.999,0.44382390288045626
15.999,0.5017485673405899
15.999,0.5017497090405902
15.999,0.5444293232203341
15.999,0.5444301041891293
15.999,0.5705678696085584
15.999,0.5705682661168073
15.999,0.5793699999999999
15.714,0.8495478839893634
15.714,0.8495479313584692
15.714,0.8903351332407843
15.714,0.8903351572907097
15.714,0.90407
15.615,0.89736
15.409,0.79895
15.144,0.8410299999999999
14.958,0.70344
14.622,0.64039
14.215,0.73235
14.124,0.59631
13.802,0.49338
