"origId","iceLabel","d","T","Points:0","Points:1","Points:2"
5317,0,1e-05,574.49,1.0477,0.048781,6.875e-08
5326,0,1e-05,590.3,1.0425,0.043984,4.0424e-07
5339,0,1e-05,583.83,0.98584,0.047946,5.1152e-08
5283,0,1e-05,500.15,0.94593,0.059055,-3.4822e-07
5277,0,1e-05,559.62,0.94085,0.053921,7.8294e-07
5174,0,1e-05,614.68,0.76745,0.080777,3.7094e-07
5303,0,1e-05,653.95,0.73611,0.10185,-1.7763e-07
5280,0,1e-05,505.98,0.87659,0.067696,2.1235e-08
5269,0,1e-05,602.16,1.0251,0.036449,-8.6681e-07
5309,0,1e-05,506.44,0.81214,0.08186,1.5974e-07
5307,0,1e-05,691.11,0.64837,0.12852,-5.7049e-08
5330,0,1e-05,569.72,0.90651,0.05767,1.0727e-06
5325,0,1e-05,509.12,0.85807,0.07096,-2.0212e-07
5331,0,1e-05,578.58,0.92163,0.054988,8.2172e-07
5336,0,1e-05,606.14,0.98844,0.038734,1.4942e-07
5321,0,1e-05,571.59,0.77488,0.089778,-1.4848e-08
5338,0,1e-05,595.09,0.95084,0.048101,1.3826e-07
5278,0,1e-05,548.51,0.8144,0.079017,3.4911e-08
5235,0,1e-05,665.33,0.70925,0.095366,-1.3626e-07
5335,0,1e-05,582.62,0.88595,0.059896,4.524e-07
5342,0,1e-05,611.07,0.93317,0.040044,4.2938e-08
5344,0,1e-05,605.34,0.90691,0.049897,2.5917e-07
5337,0,1e-05,614.95,0.94253,0.033333,1.6699e-07
5340,0,1e-05,613.92,0.94696,0.034229,3.7385e-09
5345,0,1e-05,589.17,0.8551,0.065291,-2.0995e-07
5348,0,1e-05,649.17,0.73276,0.099537,1.9578e-07
5333,0,1e-05,689.71,0.65618,0.12589,5.1584e-08
5350,0,1e-05,594.05,0.81905,0.07342,2.4347e-07
5347,0,1e-05,653.99,0.7277,0.099389,5.8698e-08
5349,0,1e-05,594.3,0.80807,0.076908,-1.9043e-07
5353,0,1e-05,601.82,0.85418,0.062106,-6.0474e-07
5128,0,1e-05,697.06,0.58515,0.14745,-3.6602e-08
5355,0,1e-05,603.64,0.82111,0.069281,5.8428e-08
5352,0,1e-05,669.77,0.70631,0.10569,3.8371e-07
5351,0,1e-05,646.66,0.73512,0.099448,-7.6991e-08
5354,0,1e-05,620.47,0.75558,0.091572,-2.0966e-07
5341,0,1e-05,618.06,0.76142,0.076894,1.0709e-07
5356,0,1e-05,607.09,0.79809,0.072403,-1.6564e-07
5359,0,1e-05,615.39,0.76694,0.08323,-7.6043e-08
5358,0,1e-05,628.09,0.74929,0.088627,-1.1552e-07
5328,0,1e-05,609.69,0.78338,0.074368,-1.4593e-07
5361,0,1e-05,674.56,0.69655,0.10827,2.2615e-08
5343,0,1e-05,649.27,0.72863,0.08644,-7.7269e-08
5364,0,1e-05,685.08,0.66819,0.11379,-1.5033e-07
5363,0,1e-05,686.24,0.66575,0.11799,-1.0612e-07
5365,0,1e-05,678.81,0.68598,0.10976,-4.715e-07
5370,0,1e-05,686.75,0.66068,0.11341,-1.7407e-07
5366,0,1e-05,670.65,0.70049,0.092924,-1.0421e-07
5371,0,1e-05,679.97,0.67847,0.10532,1.8414e-07
5372,0,1e-05,684.27,0.66728,0.10918,-8.3745e-08
5367,0,1e-05,675.71,0.68802,0.098864,2.5676e-08
5329,0,1e-05,691.16,0.64557,0.088659,3.1338e-08
5374,0,1e-05,684.9,0.66494,0.109,6.9529e-07
5375,0,1e-05,688.62,0.65431,0.11569,1.7886e-07
5369,0,1e-05,690.66,0.64045,0.11529,5.8194e-07
5368,0,1e-05,677.09,0.68406,0.0958,-1.9036e-07
5373,0,1e-05,688.5,0.65023,0.10648,1.7988e-07
5362,0,1e-05,681.83,0.66981,0.095739,1.8286e-07
5377,0,1e-05,692.85,0.62968,0.12402,4.5923e-08
5378,0,1e-05,692.21,0.6344,0.12261,-3.851e-07
5379,0,1e-05,690.12,0.64145,0.11108,1.193e-07
5360,0,1e-05,688.57,0.65424,0.096262,-2.4134e-07
5384,0,1e-05,696.1,0.59869,0.14006,-1.4714e-07
5386,0,1e-05,690.71,0.63756,0.11353,-3.4902e-07
5332,0,1e-05,692.81,0.62146,0.089253,-1.3549e-08
5383,0,1e-05,690.93,0.63527,0.11047,1.0494e-07
5381,0,1e-05,688.58,0.65008,0.10499,6.5515e-09
5393,0,1e-05,693.43,0.61706,0.12282,4.93e-07
5388,0,1e-05,693.2,0.61485,0.11925,4.3264e-08
5382,0,1e-05,692.29,0.62549,0.096447,-1.607e-07
5392,0,1e-05,693.1,0.61146,0.11499,-1.6141e-07
5391,0,1e-05,696.28,0.58182,0.13629,1.6073e-08
5387,0,1e-05,696.31,0.58165,0.13656,-6.9174e-07
5395,0,1e-05,693.42,0.60399,0.10708,3.512e-08
5396,0,1e-05,693.8,0.59688,0.11244,-1.6335e-07
5397,0,1e-05,693.85,0.59596,0.11293,3.559e-08
5394,0,1e-05,693.66,0.59899,0.10942,-3.2692e-08
5385,0,1e-05,693.61,0.60379,0.099656,-3.5525e-07
5346,0,1e-05,697.57,0.5515,0.14733,-1.604e-06
