"origId","iceLabel","d","T","Points:0","Points:1","Points:2"
3184,0,1e-05,586.33,1.0664,0.045021,3.9164e-07
3157,0,1e-05,591.46,1.0425,0.043424,-4.1962e-07
3177,0,1e-05,578.72,1.0063,0.048532,-2.6268e-07
3186,0,1e-05,592.74,1.0342,0.042774,2.3455e-07
3019,0,1e-05,475.34,0.89238,0.066499,4.4204e-08
3156,0,1e-05,515.31,0.96171,0.056776,2.4818e-07
3107,0,1e-05,599.09,0.74507,0.098954,7.2772e-08
3100,0,1e-05,606.7,0.87552,0.053603,-2.8817e-07
3180,0,1e-05,450.71,0.86083,0.072801,5.041e-07
3187,0,1e-05,566.82,0.90151,0.059283,-2.714e-07
3185,0,1e-05,544.44,0.87172,0.0664,1.912e-07
3089,0,1e-05,603.67,1.0131,0.036781,6.401e-07
3193,0,1e-05,602.97,0.97572,0.042552,4.2066e-08
3189,0,1e-05,557.9,0.8575,0.068188,-2.5923e-07
3190,0,1e-05,598.99,1.0685,0.029638,2.5101e-07
3178,0,1e-05,562.85,0.78779,0.086228,-7.4328e-08
3040,0,1e-05,666.28,0.70771,0.09447,2.3027e-07
3196,0,1e-05,608.86,1.0323,0.02438,-3.9671e-08
3198,0,1e-05,595.46,0.93455,0.049982,5.1711e-08
3199,0,1e-05,584.89,0.89986,0.057178,-5.9919e-07
3181,0,1e-05,685.87,0.67423,0.1204,1.6234e-07
3204,0,1e-05,581.01,0.76997,0.090743,7.3078e-08
3207,0,1e-05,556.26,0.83753,0.07314,-1.1534e-07
3195,0,1e-05,685.58,0.67164,0.12012,5.6376e-09
3206,0,1e-05,611.57,0.88454,0.042817,2.3452e-08
3210,0,1e-05,669.5,0.70666,0.10694,-1.8979e-07
3208,0,1e-05,606.69,0.86995,0.054844,1.4217e-07
3203,0,1e-05,690.89,0.64916,0.12631,-1.5557e-08
3205,0,1e-05,607.14,0.86385,0.054736,-5.1458e-07
3194,0,1e-05,693.43,0.6344,0.13203,7.1983e-08
3216,0,1e-05,630.84,0.74693,0.092411,-5.4292e-08
3211,0,1e-05,606.08,0.81086,0.06882,3.9499e-07
3201,0,1e-05,692.26,0.63874,0.12667,3.5323e-07
3091,0,1e-05,692.1,0.62785,0.088708,1.2242e-07
3200,0,1e-05,614.86,0.7681,0.075246,5.0108e-07
3202,0,1e-05,670.44,0.69961,0.09578,-3.1933e-07
3213,0,1e-05,689.85,0.65357,0.12463,2.2934e-07
3212,0,1e-05,614.33,0.7687,0.080886,5.4489e-07
3192,0,1e-05,692.65,0.64039,0.13002,3.0741e-08
3218,0,1e-05,646.81,0.73262,0.092621,-9.9566e-08
3227,0,1e-05,668.39,0.70705,0.10223,4.2312e-08
3223,0,1e-05,651.96,0.7282,0.094827,1.7371e-08
3217,0,1e-05,613.85,0.76966,0.077318,-1.466e-07
