X,Y
4.0743,0.008215866476203246
4.0743,0.005620219876935665
4.0743,0.005619930113319118
4.0743,0.0028535386930823524
4.0743,0.0028532350177636412
4.0743,1.5417999999698151e-07
4.0743,-1.5417999999899385e-07
4.0743,-0.0028532350177636395
4.0743,-0.002853538693082357
4.0743,-0.0056199301133191115
4.0743,-0.005620219876935661
4.0743,-0.008215866476203251
4.0743,-0.008216133523796751
4.0743,-0.010562167893636976
4.0743,-0.010562404111101457
4.0743,-0.012587543184337384
4.0743,-0.012587741394324704
4.0743,-0.01423045234498589
4.0743,-0.014230606524985897
4.0743,-0.015440976412088346
4.0743,-0.01544108187741974
4.0743,-0.01618233422442057
4.0743,-0.016182387770572636
4.0743,-0.016432
4.0771,-0.0545225639536021
4.0771,-0.05452322892193365
4.0771,-0.055364
4.1163,-0.11086
4.1463,-0.11658
4.3326,-0.092234
4.484,-0.080343
4.5945,-0.09922
4.6351,-0.10519
4.7865,-0.1144
4.8622,-0.11457
4.948,-0.14401
5.1115,-0.14376
5.3032,-0.10309
5.4453,-0.1248
5.6155,-0.16460999999999998
5.7624,-0.17977
5.8148,-0.18951
6.0001,-0.16194
6.1594,-0.14633
6.2042,-0.15675
6.4263,-0.15273
6.5667,-0.16271
6.8052,-0.168
6.9535,-0.12937
6.9874,-0.1301
7.0991,-0.14052
7.228,-0.17169
7.3194,-0.22974
7.4291,-0.23773
7.6268,-0.31046
7.9076,-0.23682
7.9746,-0.2472
8.0977,-0.27396
8.2984,-0.21964
8.5103,-0.35675
8.692,-0.21416
8.8436,-0.21605
8.9808,-0.24389
9.1326,-0.24125
9.2815,-0.25034
9.3674,-0.27905
9.6351,-0.29751
9.8506,-0.32526
9.9263,-0.40126
10.197,-0.59822
10.42,-0.46865
10.686,-0.65379
10.75,-0.50856
11.19,-0.49575
11.537,-0.55591
11.968,-0.69692
12.075,-0.4975
12.459,-0.40147
12.556,-0.57487
12.809,-0.55157
13.061,-0.56234
13.192,-0.56423
13.416,-0.60974
13.696,-0.70431
13.78,-0.85741
13.98,-0.69535
14.407,-0.8838649650847628
14.407,-0.8838659992852723
14.763,-0.6681
14.83,-0.6947300000000001
15.238,-0.79091
15.44,-0.57247
15.684,-0.60828
15.894,-0.74667
15.938,-0.8819704139443381
15.938,-0.8819673445574635
15.938,-0.6860517349952937
15.938,-0.6860482650047066
15.96,-0.50013
15.96,-0.4925319817272983
15.96,-0.4925318213006928
15.96,-0.4699686284230211
15.96,-0.4699683124442916
15.96,-0.4331255161597113
15.96,-0.4331250542297112
15.96,-0.38312210425997495
15.96,-0.3831215104142139
15.96,-0.3214777210914385
15.96,-0.3214770133736193
15.96,-0.2500654000431146
15.96,-0.25006459995688546
15.988,-0.093604
15.988,-0.09218205780163502
15.988,-0.0921818320242744
15.988,-0.08795921042333933
15.988,-0.08795876572874899
15.988,-0.0810637669458386
15.988,-0.08106311684583857
15.988,-0.07170524192993387
15.988,-0.07170440617748376
15.988,-0.060167989422591286
15.988,-0.060166993411606376
15.995,-1.0962e-07
15.995,1.0962e-07
15.988,0.06016699341160636
15.988,0.060167989422591286
15.988,0.07170440617748376
15.988,0.07170524192993384
15.988,0.0810631168458386
15.988,0.08106376694583857
15.988,0.08795876572874899
15.988,0.08795921042333933
15.988,0.0921818320242744
15.988,0.09218205780163502
15.988,0.093604
15.96,0.2500645999568853
15.96,0.2500654000431148
15.96,0.3214770133736193
15.96,0.3214777210914385
15.96,0.3831215104142139
15.96,0.3831221042599749
15.96,0.4331250542297113
15.96,0.4331255161597111
15.96,0.4699683124442916
15.96,0.4699686284230212
15.96,0.4925318213006928
15.96,0.4925319817272983
15.96,0.50013
15.938,0.6860482650047062
15.938,0.6860517349952941
15.938,0.8819673445574634
15.938,0.881970413944338
15.894,0.74667
15.684,0.60828
15.44,0.57247
15.238,0.79091
14.83,0.6947300000000001
14.763,0.6681
14.407,0.8838659992852723
14.407,0.8838649650847629
13.98,0.69535
13.78,0.85741
13.696,0.70431
13.416,0.60974
13.192,0.56423
13.061,0.56234
12.809,0.55157
12.556,0.57487
12.459,0.40147
12.075,0.4975
11.968,0.69692
11.537,0.55591
11.19,0.49575
10.75,0.50856
10.686,0.65379
10.42,0.46865
10.197,0.59822
9.9263,0.40126
9.8506,0.32526
9.6351,0.29751
9.3674,0.27905
9.2815,0.25034
9.1326,0.24125
8.9808,0.24389
8.8436,0.21605
8.692,0.21416
8.5103,0.35675
8.2984,0.21964
8.0977,0.27396
7.9746,0.2472
7.9076,0.23682
7.6268,0.31046
7.4291,0.23773
7.3194,0.22974
7.228,0.17169
7.0991,0.14052
6.9874,0.1301
6.9535,0.12937
6.8052,0.168
6.5667,0.16271
6.4263,0.15273
6.2042,0.15675
6.1594,0.14633
6.0001,0.16194
5.8148,0.18951
5.7624,0.17977
5.6155,0.16460999999999998
5.4453,0.1248
5.3032,0.10309
5.1115,0.14376
4.948,0.14401
4.8622,0.11457
4.7865,0.1144
4.6351,0.10519
4.5945,0.09922
4.484,0.080343
4.3326,0.092234
4.1463,0.11658
4.1163,0.11086
4.0771,0.055364
4.0771,0.05452322892193365
4.0771,0.0545225639536021
4.0743,0.016432
4.0743,0.016182387770572636
4.0743,0.01618233422442057
4.0743,0.015441081877419743
4.0743,0.015440976412088346
4.0743,0.014230606524985891
4.0743,0.014230452344985897
4.0743,0.012587741394324704
4.0743,0.012587543184337384
4.0743,0.010562404111101452
4.0743,0.010562167893636974
4.0743,0.008216133523796756
4.0743,0.008215866476203246
