cluster,temperature,ice_particles,ice_mass,ice_length
1,219.009,2370,0.001217981487420209,7.426
2,233.131,50450,0.028818638212496635,11.851
3,306.275,152,8.334937646470519e-05,0.269
4,359.682,190,0.0001020254794922879,0.345
5,337.77,38,1.8792591401373944e-05,0.129
6,324.15,76,3.772382125003906e-05,0.155
all,233.367,53276,0.030278510968525307,13.205
